site,plot_id,plot,split_plot,sub_plot,sample_year,treatments,n_factor_level,n_rate,p_factor_level,p_rate,k_factor_level,k_rate,mg_factor_level,mg_rate,na_factor_level,na_rate,si_factor_level,si_rate,liming_factor_level,liming_rate,fym_factor_level,fym_rate,fm_factor_level,fm_n_rate,pm_factor_level,pm_n_rate,Achillea millefolium,Agrimonia eupatoria,Agrostis capillaris,Ajuga reptans,Alopecurus pratensis,Anthoxanthum odoratum,Anthriscus sylvestris,Arrhenatherum elatius,Bellis perennis,Briza media,Bromus hordeaceus,Cardamine pratensis,Carex caryophyllea,Carex flacca,Centaurea nigra,Cerastium fontanum,Conopodium majus,Crepis capillaris,Cynosurus cristatus,Dactylis glomerata,Deschampsia cespitosa,Elytrigia repens,Festuca pratensis,Festuca rubra,Filipendula ulmaria,Fritillaria meleagris,Galium verum,Helictotrichon pubescens,Heracleum sphondylium,Holcus lanatus,Hypochoeris radicata,Knautia arvensis,Lathyrus pratensis,Leontodon autumnalis,Leontodon hispidus,Linum catharticum,Lolium perenne,Lotus corniculatus,Luzula campestris,Ononis repens,Ophioglossum vulgatum,Pilosella officinarum,Pimpinella saxifraga,Plantago lanceolata,Poa pratensis,Poa trivialis,Potentilla reptans,Potentilla sterilis,Primula veris,Prunella vulgaris,Ranunculus acris,Ranunculus auricomus,Ranunculus bulbosus,Ranunculus ficaria,Rumex acetosa,Sanguisorba minor,Senecio jacobaea,Stachys officinalis,Stellaria graminea,Stellaria media,Taraxacum officinale,Tragopogon pratensis,Trifolium pratense,Trifolium repens,Trisetum flavescens,Veronica chamaedrys,Vicia cracca,Vicia sativa,note_id
Rothamsted,20-2   ,20,2.000,        ,1995,FYM/N*PK,N* ,30,P*,15,K*,45,0,0,0,0,0,0,s,0.000,FYM,0,0,0,0,0,1.340,0.000,13.680,0.000,12.340,0.000,0.040,8.540,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.480,0.000,0.000,0.000,2.320,0.000,0.000,0.000,0.400,3.080,16.320,0.000,0.000,0.040,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.010,9.450,0.690,0.000,0.000,0.000,0.000,5.610,0.000,0.000,0.000,8.030,0.000,0.000,0.000,0.000,0.000,5.500,0.140,0.000,0.000,0.000,0.000,0.000,0.000,7
Rothamsted,20-3   ,20,3.000,        ,1995,FYM/N*PK,N* ,30,P*,15,K*,45,0,0,0,0,0,0,s,0.000,FYM,0,0,0,0,0,1.790,0.000,0.000,0.000,12.780,0.350,10.690,6.180,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.190,0.000,0.000,0.000,8.230,0.000,0.000,0.130,2.560,0.000,0.000,0.030,0.350,1.310,10.630,0.000,0.000,0.030,0.000,0.000,0.000,5.600,0.000,0.000,0.000,0.000,0.000,0.000,14.250,2.820,1.380,0.000,0.000,0.000,0.000,2.050,0.000,0.000,0.000,9.770,0.000,0.000,0.000,0.000,0.000,5.760,0.000,2.690,0.000,0.420,0.000,0.000,0.000,7
Rothamsted,1a,1,*,a,1996,N1,N1,48,0,0,0,0,0,0,0,0,0,0,a,0.000,0,0,0,0,0,0,1.140,0.000,10.280,0.000,0.930,3.220,0.000,3.580,0.000,0.100,0.000,0.000,0.000,0.000,3.430,0.050,1.140,0.000,0.000,10.490,0.000,0.000,0.000,29.180,0.000,0.000,0.000,11.160,0.000,1.770,0.000,3.480,0.260,0.100,4.410,0.000,0.000,0.420,0.670,0.000,0.000,0.000,0.050,6.130,5.710,0.000,0.000,0.000,0.000,0.000,0.520,0.260,0.000,0.000,0.780,0.050,0.000,0.000,0.000,0.000,0.670,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*
Rothamsted,1b,1,*,b,1996,N1,N1,48,0,0,0,0,0,0,0,0,0,0,b,0.000,0,0,0,0,0,0,3.120,0.000,26.990,0.000,0.860,2.130,0.000,1.400,0.000,4.190,0.000,0.000,0.000,0.000,14.160,0.000,0.660,0.000,0.000,7.380,0.000,0.000,0.000,20.740,0.000,0.000,0.000,5.980,0.000,4.120,0.000,0.000,0.000,0.000,3.860,0.000,0.000,0.000,0.800,0.000,0.000,0.000,1.260,1.530,0.070,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.000,0.000,0.000,0.000,0.660,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*
Rothamsted,1c,1,*,c,1996,N1,N1,48,0,0,0,0,0,0,0,0,0,0,c,0.000,0,0,0,0,0,0,0.050,0.000,41.060,0.000,0.000,1.330,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.050,0.050,0.410,0.000,0.000,1.780,0.000,0.000,0.000,50.340,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.460,0.000,0.000,0.000,0.000,0.000,0.500,0.180,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.740,0.000,0.000,0.000,0.000,0.000,0.050,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*
Rothamsted,1d,1,*,d,1996,N1,N1,48,0,0,0,0,0,0,0,0,0,0,d,0.000,0,0,0,0,0,0,0.000,0.000,80.390,0.000,0.000,19.610,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*
Rothamsted,2-1a,2,1.000,a,1996,K,0,0,0,0,K,225,0,0,0,0,0,0,a,0.000,0,0,0,0,0,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,"1,2"
Rothamsted,2-1b,2,1.000,b,1996,K,0,0,0,0,K,225,0,0,0,0,0,0,b,0.000,0,0,0,0,0,0,11.700,0.000,17.440,0.000,0.000,0.290,0.000,2.670,0.000,0.010,0.000,0.000,0.000,0.000,8.250,0.000,0.000,0.000,0.000,6.170,0.000,0.000,0.000,16.220,0.000,0.000,0.000,4.090,0.070,1.080,0.000,12.560,0.010,0.000,11.340,0.000,0.000,0.000,0.940,0.000,0.000,0.000,0.290,3.950,1.360,0.000,0.000,0.000,0.000,0.140,0.090,0.000,0.000,0.000,0.020,0.000,0.000,0.000,0.000,0.000,0.080,0.010,0.720,0.000,0.000,0.500,0.000,0.000,2
Rothamsted,2-1c,2,1.000,c,1996,K,0,0,0,0,K,225,0,0,0,0,0,0,c,0.000,0,0,0,0,0,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,"1,2"
Rothamsted,2-1d,2,1.000,d,1996,K,0,0,0,0,K,225,0,0,0,0,0,0,d,0.000,0,0,0,0,0,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,"1,2"
Rothamsted,2-2a,2,2.000,a,1996,Nil,0,0,0,0,0,0,0,0,0,0,0,0,a,0.000,0,0,0,0,0,0,2.810,0.000,10.730,0.100,0.000,0.410,0.000,0.000,0.000,2.610,0.000,0.000,0.000,0.000,4.800,0.050,1.840,0.000,0.000,7.410,0.000,0.000,0.000,16.450,0.000,0.000,0.000,5.110,0.000,0.660,0.000,0.000,0.150,0.000,17.680,0.000,0.000,3.270,0.460,0.000,0.200,0.000,0.000,4.550,1.020,0.000,0.000,0.000,0.000,0.000,0.510,4.960,0.000,0.000,0.200,4.910,0.000,0.000,0.000,0.000,0.260,5.830,0.150,1.020,1.840,0.000,0.000,0.000,2
Rothamsted,2-2b,2,2.000,b,1996,Nil,0,0,0,0,0,0,0,0,0,0,0,0,b,0.000,0,0,0,0,0,0,6.730,0.090,7.640,0.000,0.000,2.590,0.000,3.550,0.000,0.180,0.000,0.000,0.000,0.000,7.270,0.000,2.360,0.000,0.000,5.590,0.000,0.000,0.000,12.180,0.000,0.000,0.000,9.320,0.050,2.680,0.000,0.000,0.050,0.000,18.180,0.000,0.000,0.410,1.640,0.000,0.000,0.000,0.500,5.950,0.360,0.000,0.000,0.000,0.000,0.140,0.180,1.820,0.000,0.000,1.270,6.230,0.000,0.000,0.000,0.000,2.140,0.640,0.090,0.090,0.090,0.000,0.000,0.000,2
Rothamsted,2-2c,2,2.000,c,1996,Nil,0,0,0,0,0,0,0,0,0,0,0,0,c,0.000,0,0,0,0,0,0,3.340,0.000,30.830,0.000,0.000,0.060,0.000,0.510,0.000,1.670,0.000,0.000,0.000,0.000,8.990,0.000,0.960,0.000,0.000,0.710,0.000,0.000,0.000,42.320,0.000,0.000,0.000,0.710,0.000,0.390,0.000,0.000,0.190,0.000,1.670,0.000,0.000,2.180,1.860,0.000,0.000,0.000,0.000,0.320,0.000,0.000,0.000,0.000,0.000,0.000,2.060,1.160,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.000,0.000,0.000,0.000,0.000,2
Rothamsted,2-2d,2,2.000,d,1996,Nil,0,0,0,0,0,0,0,0,0,0,0,0,d,0.000,0,0,0,0,0,0,0.630,0.000,37.410,0.280,0.560,0.280,0.000,0.280,0.000,0.760,0.000,0.000,0.140,0.000,16.550,0.000,0.140,0.000,0.000,2.360,0.000,0.000,0.000,31.220,0.000,0.000,0.140,0.830,0.000,0.070,0.000,0.000,0.000,0.140,0.000,0.000,0.000,0.070,0.900,0.000,0.000,0.000,0.000,0.350,0.000,0.000,0.000,0.000,0.000,0.000,0.210,0.830,0.000,0.000,0.000,5.840,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2
Rothamsted,3a,3,*,a,1996,Nil,0,0,0,0,0,0,0,0,0,0,0,0,a,0.000,0,0,0,0,0,0,2.790,0.100,10.320,0.000,0.050,0.100,0.000,0.000,0.000,6.910,0.000,0.000,0.300,0.710,6.610,0.000,0.410,0.000,0.000,1.370,0.000,0.000,0.000,21.140,0.000,0.000,0.000,1.370,0.000,0.610,0.000,0.000,0.460,0.000,4.980,0.000,0.050,1.880,0.710,0.000,0.000,0.000,0.460,8.940,1.420,0.050,0.000,0.000,0.000,0.000,0.050,9.960,0.000,0.000,0.050,16.620,0.000,0.000,0.000,0.000,0.360,0.000,0.760,0.200,0.100,0.150,0.000,0.000,*
Rothamsted,3b,3,*,b,1996,Nil,0,0,0,0,0,0,0,0,0,0,0,0,b,0.000,0,0,0,0,0,0,5.980,0.000,5.220,0.000,0.000,2.860,0.000,1.210,0.000,0.400,0.000,0.000,0.090,0.000,7.770,0.220,0.540,0.000,0.000,4.550,0.000,0.000,0.000,22.370,0.000,0.000,0.000,10.800,0.000,4.020,0.000,3.390,0.040,0.000,9.370,0.000,0.000,0.270,1.560,0.000,0.000,0.000,0.040,6.560,1.920,0.130,0.000,0.000,0.000,0.000,0.580,0.220,0.000,0.000,0.800,5.040,0.000,0.000,0.000,0.000,3.710,0.000,0.090,0.000,0.220,0.000,0.000,0.000,*
Rothamsted,3c,3,*,c,1996,Nil,0,0,0,0,0,0,0,0,0,0,0,0,c,0.000,0,0,0,0,0,0,0.540,0.000,26.540,0.000,0.000,0.730,0.000,0.000,0.000,1.510,0.000,0.000,4.470,0.060,4.960,0.000,0.300,0.000,0.000,0.730,0.000,0.000,0.000,41.110,0.000,0.000,0.000,0.790,0.000,0.000,0.000,0.000,0.000,0.000,12.150,0.000,0.000,0.120,0.600,0.000,0.000,1.870,0.300,0.850,0.000,0.000,0.000,0.000,0.000,0.060,0.060,2.000,0.000,0.000,0.000,0.180,0.000,0.000,0.000,0.000,0.060,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*
Rothamsted,3d,3,*,d,1996,Nil,0,0,0,0,0,0,0,0,0,0,0,0,d,0.000,0,0,0,0,0,0,0.280,0.000,52.080,0.070,0.000,0.210,0.000,0.000,0.000,0.140,0.000,0.000,0.560,0.000,3.100,0.000,0.560,0.000,0.000,2.960,0.000,0.000,0.000,33.780,0.000,0.000,0.000,0.560,0.000,0.070,0.000,2.810,0.000,0.000,1.200,0.000,0.000,0.070,0.490,0.000,0.000,0.070,0.070,0.280,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.420,0.000,0.000,0.000,0.070,0.000,0.000,0.000,0.000,0.070,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*
Rothamsted,4-1a,4,1.000,a,1996,P,0,0,P,35,0,0,0,0,0,0,0,0,a,0.000,0,0,0,0,0,0,1.440,0.000,20.790,0.000,2.040,1.250,0.000,6.920,0.000,0.110,0.000,0.000,0.000,0.000,3.700,0.150,0.190,0.000,0.000,3.170,0.000,0.000,0.000,23.890,0.000,0.000,0.000,3.020,0.040,3.290,0.000,0.450,0.000,0.000,9.640,0.000,0.910,0.000,0.450,0.000,0.000,0.000,0.150,1.740,6.760,2.000,0.000,0.000,0.000,0.000,2.800,0.000,0.000,0.000,2.040,0.000,0.000,0.000,0.000,0.000,0.040,0.000,0.340,0.040,2.420,0.230,0.000,0.000,*
Rothamsted,4-1b,4,1.000,b,1996,P,0,0,P,35,0,0,0,0,0,0,0,0,b,0.000,0,0,0,0,0,0,3.830,0.000,3.190,0.000,1.430,0.970,0.000,7.480,0.000,0.070,0.000,0.000,0.000,0.000,9.090,0.070,0.180,0.000,0.000,3.260,0.000,0.000,0.000,25.700,0.000,0.000,0.000,5.080,0.000,7.160,0.000,1.540,0.070,0.000,2.430,0.000,0.000,0.000,1.900,0.000,0.000,0.000,0.110,6.940,1.790,1.320,0.000,0.000,0.000,0.000,4.440,0.000,0.000,0.000,2.150,0.000,0.000,0.000,0.000,0.000,0.140,0.000,2.330,0.040,7.160,0.140,0.000,0.000,*
Rothamsted,4-1c,4,1.000,c,1996,P,0,0,P,35,0,0,0,0,0,0,0,0,c,0.000,0,0,0,0,0,0,2.800,0.000,33.620,0.000,2.950,1.050,0.000,0.700,0.000,0.050,0.000,0.000,0.000,0.000,0.400,0.000,0.900,0.000,0.000,0.500,0.000,0.000,0.000,34.270,0.000,0.000,0.000,1.150,0.000,5.690,0.000,0.000,0.350,0.000,7.290,0.000,0.000,1.150,2.200,0.000,0.000,0.000,0.200,0.550,0.100,0.000,0.000,0.000,0.000,0.000,1.350,0.000,0.000,0.000,1.550,0.000,0.000,0.000,0.000,0.000,0.100,0.000,0.000,0.100,1.000,0.000,0.000,0.000,*
Rothamsted,4-1d,4,1.000,d,1996,P,0,0,P,35,0,0,0,0,0,0,0,0,d,0.000,0,0,0,0,0,0,1.360,0.000,27.070,0.000,0.680,1.770,0.000,1.660,0.000,0.110,0.000,0.000,0.000,0.000,2.570,0.000,1.130,0.080,0.000,0.600,0.000,0.000,0.000,33.750,0.000,0.000,0.000,0.600,0.000,5.060,0.000,0.000,0.000,0.000,10.040,0.000,3.280,0.000,2.720,0.000,0.000,0.000,0.080,0.980,0.340,0.040,0.000,0.000,0.000,0.000,1.020,2.230,0.000,0.000,2.230,0.000,0.000,0.000,0.000,0.000,0.040,0.000,0.000,0.000,0.570,0.000,0.000,0.000,*
Rothamsted,4-2a,4,2.000,a,1996,N2+P,N2,96,P,35,0,0,0,0,0,0,0,0,a,0.000,0,0,0,0,0,0,0.370,0.000,4.320,0.000,1.630,0.320,0.000,3.760,0.000,0.000,0.100,0.000,0.000,0.000,0.050,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,39.990,0.000,0.000,1.490,2.000,0.000,39.990,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.150,0.220,2.880,0.000,0.000,0.000,0.000,0.000,0.540,0.000,0.000,0.000,1.270,0.000,0.000,0.000,0.000,0.000,0.950,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*
Rothamsted,4-2b,4,2.000,b,1996,N2+P,N2,96,P,35,0,0,0,0,0,0,0,0,b,0.000,0,0,0,0,0,0,0.000,0.000,7.490,0.000,1.550,0.090,0.000,1.080,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.020,0.000,0.000,0.040,0.000,0.000,0.000,43.240,0.000,0.000,0.000,0.110,0.000,43.240,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.760,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.380,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*
Rothamsted,4-2c,4,2.000,c,1996,N2+P,N2,96,P,35,0,0,0,0,0,0,0,0,c,0.000,0,0,0,0,0,0,0.000,0.000,18.570,0.000,0.000,0.090,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.040,0.000,0.000,0.000,67.750,0.000,0.000,0.000,0.000,0.000,0.820,0.000,0.000,0.000,0.000,0.000,0.000,0.090,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.310,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.330,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*
Rothamsted,4-2d,4,2.000,d,1996,N2+P,N2,96,P,35,0,0,0,0,0,0,0,0,d,0.000,0,0,0,0,0,0,0.000,0.000,34.750,0.000,0.000,64.790,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.460,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*
Rothamsted,6a,6,*,a,1996,N1+PKNaMg,N1,48,P,35,K,225,Mg,10,Na,15,0,0,a,0.000,0,0,0,0,0,0,0.170,0.000,3.760,0.000,19.200,0.250,0.000,28.800,0.000,0.000,0.000,0.000,0.000,0.000,0.080,0.000,0.540,0.000,0.000,6.260,0.000,0.000,0.000,0.750,0.000,0.000,0.000,0.500,0.000,8.680,0.000,0.000,0.920,0.000,0.000,0.000,0.130,0.000,0.000,0.000,0.000,0.000,0.000,4.880,1.670,11.980,0.000,0.000,0.000,0.000,0.080,0.000,0.000,0.000,0.540,0.000,0.000,0.000,0.000,0.000,9.600,0.040,1.090,0.080,0.000,0.000,0.000,0.000,10
Rothamsted,6b,6,*,b,1996,N1+PKNaMg,N1,48,P,35,K,225,Mg,10,Na,15,0,0,b,0.000,0,0,0,0,0,0,0.000,0.000,0.030,0.000,21.120,0.430,0.000,46.910,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.030,1.200,0.000,0.000,6.280,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,9.320,0.000,0.000,0.070,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.000,2.640,1.770,1.370,0.000,0.000,0.000,0.000,0.100,0.000,0.000,0.000,0.940,0.000,0.000,0.000,0.000,0.000,5.980,0.030,1.540,0.000,0.000,0.000,0.000,0.000,10
Rothamsted,7a,7,*,a,1996,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,a,0.000,0,0,0,0,0,0,0.900,0.000,5.410,0.000,11.610,0.000,3.880,19.440,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.300,0.000,0.000,13.470,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.400,3.220,0.000,0.000,9.120,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.890,5.470,8.560,0.000,0.000,0.000,0.000,0.360,0.000,0.000,0.000,0.730,0.000,0.000,0.000,0.000,0.000,11.740,2.650,0.730,0.000,0.100,0.030,0.000,0.000,*
Rothamsted,7b,7,*,b,1996,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,b,0.000,0,0,0,0,0,0,0.000,0.000,3.520,0.000,35.180,1.040,4.820,21.040,0.000,0.000,3.550,0.000,0.000,0.000,0.000,0.200,1.130,0.000,0.000,7.470,0.000,0.000,0.000,0.980,0.000,0.000,0.000,0.000,0.030,3.520,0.000,0.000,1.390,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.520,0.980,1.500,0.000,0.000,0.000,0.000,1.650,0.000,0.000,0.000,0.660,0.000,0.000,0.000,0.000,0.000,5.920,0.000,1.210,0.630,0.000,0.060,0.000,0.000,*
Rothamsted,7c,7,*,c,1996,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,c,0.000,0,0,0,0,0,0,0.810,0.000,24.690,0.000,8.020,0.850,0.000,3.040,0.000,0.000,0.060,0.000,0.000,0.000,26.070,0.030,1.320,0.000,0.000,1.690,0.000,0.000,0.000,3.790,0.000,0.000,0.000,0.130,0.440,0.970,0.000,0.000,18.640,0.000,0.000,0.000,0.000,0.090,0.060,0.000,0.000,0.000,0.000,0.600,0.160,1.130,0.000,0.000,0.000,0.000,0.810,0.000,0.000,0.000,1.630,0.000,0.000,0.000,0.000,0.000,3.230,0.030,1.600,0.060,0.060,0.000,0.000,0.000,*
Rothamsted,7d,7,*,d,1996,PKNaMg,0,0,P,35,K,225,Mg,10,Na,15,0,0,d,0.000,0,0,0,0,0,0,1.200,0.000,49.900,0.000,3.800,1.720,0.000,0.730,0.000,0.000,0.000,0.000,0.000,0.000,13.480,0.050,0.990,0.000,0.000,4.210,0.000,0.000,0.000,8.690,0.000,0.000,0.000,0.100,0.000,2.290,0.000,0.000,0.420,0.000,1.040,0.000,0.000,0.000,1.090,0.000,0.000,0.000,0.000,2.860,1.770,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.620,0.000,0.000,0.000,0.000,0.000,2.080,0.420,2.550,0.000,0.000,0.000,0.000,0.000,*
Rothamsted,8a,8,*,a,1996,PNaMg,0,0,P,35,0,0,Mg,10,Na,15,0,0,a,0.000,0,0,0,0,0,0,1.180,0.000,12.580,0.000,0.000,0.170,0.000,6.520,0.000,5.730,0.000,0.000,0.000,0.000,13.480,0.110,0.220,0.000,0.000,1.070,0.000,0.000,6.350,12.470,0.000,0.000,0.000,4.610,0.000,6.120,0.000,0.000,0.000,0.000,8.200,0.000,0.000,0.060,0.840,0.000,0.000,0.000,0.000,1.460,2.700,3.930,0.000,0.000,0.000,0.000,2.530,0.000,0.000,0.000,5.390,0.620,0.000,0.000,0.000,0.000,0.000,0.000,1.800,0.000,1.690,0.170,0.000,0.000,*
Rothamsted,8b,8,*,b,1996,PNaMg,0,0,P,35,0,0,Mg,10,Na,15,0,0,b,0.000,0,0,0,0,0,0,6.580,0.000,0.620,0.000,0.000,2.800,0.000,3.270,0.000,0.070,0.000,0.000,0.000,0.000,4.000,0.070,0.070,0.000,0.000,6.910,0.000,0.000,2.070,22.810,0.000,0.000,0.000,3.780,0.000,5.570,0.000,0.000,0.000,0.000,9.570,0.000,1.050,0.620,1.160,0.000,0.000,0.000,0.360,1.960,4.110,4.730,0.000,0.000,0.000,0.000,5.240,0.000,0.000,0.000,1.960,0.000,0.000,0.000,0.000,0.000,0.290,0.000,2.800,0.000,7.310,0.180,0.000,0.000,*
Rothamsted,8c,8,*,c,1996,PNaMg,0,0,P,35,0,0,Mg,10,Na,15,0,0,c,0.000,0,0,0,0,0,0,1.400,0.000,40.130,0.000,0.530,1.400,0.000,0.820,0.000,0.000,0.000,0.000,0.000,0.000,3.180,0.000,0.340,0.000,0.000,2.310,0.000,0.000,0.000,28.900,0.000,0.000,0.000,0.000,0.000,4.290,0.000,0.870,0.000,0.000,5.680,0.000,0.000,2.020,2.500,0.000,0.000,0.000,0.000,1.540,0.670,0.140,0.000,0.000,0.000,0.000,1.590,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.240,0.000,0.140,0.000,1.300,0.000,0.000,0.000,*
Rothamsted,8d,8,*,d,1996,PNaMg,0,0,P,35,0,0,Mg,10,Na,15,0,0,d,0.000,0,0,0,0,0,0,6.620,0.000,25.830,0.000,1.220,3.830,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.890,0.000,0.990,0.000,0.000,0.990,0.000,0.000,0.000,29.310,0.000,0.000,0.000,0.120,0.000,5.570,0.000,0.000,0.000,0.000,4.700,0.000,0.000,3.600,3.660,0.000,0.000,0.000,0.000,5.860,0.120,0.000,0.000,0.000,0.000,0.000,1.970,0.000,0.000,0.000,0.060,0.000,0.000,0.000,0.000,0.000,0.350,0.000,0.930,0.000,0.410,0.000,0.000,0.000,*
Rothamsted,9-1a,9,1.000,a,1996,(N2)PKNaMg,(N2),0,P,35,K,225,Mg,10,Na,15,0,0,a,0.000,0,0,0,0,0,0,0.000,0.000,2.440,0.000,16.710,0.110,3.960,23.340,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,2.640,0.000,0.000,13.230,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.850,6.070,0.000,0.000,0.250,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.030,9.070,0.000,0.000,0.000,0.000,0.000,0.060,0.000,0.000,0.000,0.840,0.000,0.000,0.000,0.000,0.000,17.330,1.600,0.390,0.000,0.000,0.000,0.000,0.000,8
Rothamsted,9-1b,9,1.000,b,1996,(N2)PKNaMg,(N2),0,P,35,K,225,Mg,10,Na,15,0,0,b,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,19.810,3.250,0.050,19.730,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.030,3.380,0.000,0.000,3.610,0.000,0.000,0.000,2.820,0.000,0.000,0.000,0.000,1.380,9.430,0.000,0.000,2.410,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.200,0.000,0.000,0.000,0.000,0.000,17.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8
Rothamsted,9-1c,9,1.000,c,1996,(N2)PKNaMg,(N2),0,P,35,K,225,Mg,10,Na,15,0,0,c,0.000,0,0,0,0,0,0,0.000,0.000,57.600,0.000,1.870,4.390,0.000,4.750,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.140,0.000,0.000,0.000,0.000,0.000,0.000,14.540,0.000,0.000,0.000,0.000,1.510,1.510,0.000,0.000,0.580,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.530,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.370,0.000,0.000,0.000,0.000,0.000,5.900,0.000,2.300,0.000,0.000,0.000,0.000,0.000,8
