harvest_year,crop,plot,fertilizer_code,fym_factor_level,n_factor_level,fertilizer_n_amount,p_factor_level,fertilizer_p_amount,k_factor_level,fertilizer_k_amount,na_factor_level,fertilizer_na_amount,mg_factor_level,fertilizer_mg_amount,planting_date_start,planting_date_end,harvest_date_start,harvest_date_end,variety,tuber_%_nitrogen_content,tuber_nitrogen_content,tuber_good_yield,tuber_small_yield,tuber_diseased_yield,tuber_total_fresh_weight_yield,tuber_%_dry_matter,tuber_total_ dry_matter_yield,grain_yield,straw_yield,note_id
1883,potatoes,10,PKNaMg,0,0,0.000,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,22/03/1883,22/03/1883,22/10/1883,25/10/1883,champion,0.730,24.618,11.237,0.942,0.220,12.398,27.200,3.372,*,*,*
1884,potatoes,1,None,0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,21/03/1884,21/03/1884,24/09/1884,26/09/1884,champion,1.330,20.739,5.053,0.596,0.126,5.775,27.000,1.559,*,*,*
1884,potatoes,2,None (FYM),0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,21/03/1884,21/03/1884,24/09/1884,26/09/1884,champion,1.340,23.307,5.681,0.534,0.251,6.466,26.900,1.739,*,*,*
1884,potatoes,3,FYM (P),FYM,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,21/03/1884,21/03/1884,24/09/1884,26/09/1884,champion,1.590,38.672,8.883,0.722,0.282,9.887,24.600,2.432,*,*,*
1884,potatoes,4,FYM (N*P),FYM,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,21/03/1884,21/03/1884,24/09/1884,26/09/1884,champion,1.610,39.088,9.102,0.785,0.314,10.201,23.800,2.428,*,*,*
1884,potatoes,5,N,0,N ,96.406,0,0.000,0,0.000,0,0.000,0,0.000,21/03/1884,21/03/1884,24/09/1884,26/09/1884,champion,1.770,27.807,5.053,0.942,0.094,6.089,25.800,1.571,*,*,*
1884,potatoes,6,N*,0,N*,96.406,0,0.000,0,0.000,0,0.000,0,0.000,21/03/1884,21/03/1884,24/09/1884,26/09/1884,champion,1.760,22.274,4.551,0.408,0.063,5.022,25.200,1.266,*,*,*
1884,potatoes,7,NPKNaMg,0,N ,96.406,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,21/03/1884,21/03/1884,24/09/1884,26/09/1884,champion,1.590,54.330,12.461,1.318,0.282,14.062,24.300,3.417,*,*,*
1884,potatoes,8,N*PKNaMg,0,N*,96.406,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,21/03/1884,21/03/1884,24/09/1884,26/09/1884,champion,1.850,55.141,11.331,0.879,0.314,12.524,23.800,2.981,*,*,*
1884,potatoes,9,P,0,0,0.000,P,33.630,0,0.000,0,0.000,0,0.000,21/03/1884,21/03/1884,24/09/1884,26/09/1884,champion,0.980,26.019,9.197,0.628,0.157,9.981,26.600,2.655,*,*,*
1884,potatoes,10,PKNaMg,0,0,0.000,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,21/03/1884,21/03/1884,24/09/1884,26/09/1884,champion,0.880,23.614,9.165,0.628,0.220,10.013,26.800,2.683,*,*,*
1885,potatoes,1,None,0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,18/03/1885,18/03/1885,24/09/1885,26/09/1885,champion,1.360,10.413,2.103,0.565,0.000,2.668,28.700,0.766,*,*,*
1885,potatoes,2,None (FYM),0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,17/03/1885,18/03/1885,24/09/1885,26/09/1885,champion,1.390,18.380,4.143,0.471,0.126,4.740,27.900,1.322,*,*,*
1885,potatoes,3,FYM (P),FYM,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,17/03/1885,18/03/1885,24/09/1885,26/09/1885,champion,1.490,25.964,5.854,0.643,0.078,6.576,26.500,1.743,*,*,*
1885,potatoes,4,FYM (N*P),FYM,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,17/03/1885,18/03/1885,24/09/1885,26/09/1885,champion,1.560,29.372,6.403,0.518,0.078,6.999,26.900,1.883,*,*,*
1885,potatoes,5,N,0,N ,96.406,0,0.000,0,0.000,0,0.000,0,0.000,17/03/1885,18/03/1885,24/09/1885,26/09/1885,champion,1.730,19.114,3.327,0.691,0.000,4.018,27.500,1.105,*,*,*
1885,potatoes,6,N*,0,N*,96.406,0,0.000,0,0.000,0,0.000,0,0.000,17/03/1885,18/03/1885,24/09/1885,26/09/1885,champion,1.760,19.677,3.421,0.628,0.031,4.080,27.400,1.118,*,*,*
1885,potatoes,7,NPKNaMg,0,N ,96.406,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,17/03/1885,18/03/1885,24/09/1885,26/09/1885,champion,1.580,47.424,10.295,0.816,0.173,11.284,26.600,3.001,*,*,*
1885,potatoes,8,N*PKNaMg,0,N*,96.406,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,17/03/1885,18/03/1885,24/09/1885,26/09/1885,champion,1.470,42.176,9.605,0.612,0.141,10.358,27.700,2.869,*,*,*
1885,potatoes,9,P,0,0,0.000,P,33.630,0,0.000,0,0.000,0,0.000,17/03/1885,18/03/1885,24/09/1885,26/09/1885,champion,1.190,19.335,5.163,0.408,0.110,5.681,28.600,1.625,*,*,*
1885,potatoes,10,PKNaMg,0,0,0.000,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,17/03/1885,18/03/1885,24/09/1885,26/09/1885,champion,1.080,16.186,5.022,0.345,0.063,5.430,27.600,1.499,*,*,*
1886,potatoes,1,None,0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,10/04/1886,10/04/1886,30/09/1886,02/10/1886,champion,1.390,9.078,1.726,0.502,0.031,2.260,28.900,0.653,*,*,6.000
1886,potatoes,2,None (FYM),0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,10/04/1886,10/04/1886,30/09/1886,02/10/1886,champion,1.440,21.570,4.645,0.377,0.126,5.148,29.100,1.498,*,*,6.000
1886,potatoes,3,FYM (P),FYM,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,10/04/1886,10/04/1886,30/09/1886,02/10/1886,champion,1.440,28.601,6.905,0.408,0.126,7.439,26.700,1.986,*,*,6.000
1886,potatoes,4,FYM (N*P),FYM,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,10/04/1886,10/04/1886,30/09/1886,02/10/1886,champion,1.590,30.381,6.591,0.377,0.188,7.156,26.700,1.911,*,*,6.000
1886,potatoes,5,N,0,N ,96.406,0,0.000,0,0.000,0,0.000,0,0.000,10/04/1886,10/04/1886,30/09/1886,02/10/1886,champion,1.630,16.445,2.825,0.565,0.126,3.515,28.700,1.009,*,*,6.000
1886,potatoes,6,N*,0,N*,96.406,0,0.000,0,0.000,0,0.000,0,0.000,10/04/1886,10/04/1886,30/09/1886,02/10/1886,champion,1.640,15.605,2.825,0.471,0.031,3.327,28.600,0.952,*,*,6.000
1886,potatoes,7,NPKNaMg,0,N ,96.406,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,10/04/1886,10/04/1886,30/09/1886,02/10/1886,champion,1.460,37.292,8.789,0.408,0.126,9.322,27.400,2.554,*,*,6.000
1886,potatoes,8,N*PKNaMg,0,N*,96.406,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,10/04/1886,10/04/1886,30/09/1886,02/10/1886,champion,1.400,34.821,8.318,0.439,0.063,8.820,28.200,2.487,*,*,6.000
1886,potatoes,9,P,0,0,0.000,P,33.630,0,0.000,0,0.000,0,0.000,10/04/1886,10/04/1886,30/09/1886,02/10/1886,champion,1.160,16.958,4.740,0.314,0.094,5.148,28.400,1.462,*,*,6.000
1886,potatoes,10,PKNaMg,0,0,0.000,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,10/04/1886,10/04/1886,30/09/1886,02/10/1886,champion,1.050,17.189,5.336,0.345,0.063,5.744,28.500,1.637,*,*,6.000
1887,potatoes,1,None,0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,24/03/1887,24/03/1887,17/10/1887,19/10/1887,champion,1.550,14.848,2.982,0.377,0.063,3.421,28.000,0.958,*,*,*
1887,potatoes,2,None (FYM),0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,24/03/1887,24/03/1887,17/10/1887,19/10/1887,champion,1.500,24.430,5.304,0.408,0.063,5.775,28.200,1.629,*,*,*
1887,potatoes,3,FYM (P),FYM,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,24/03/1887,24/03/1887,17/10/1887,19/10/1887,champion,1.580,41.700,9.793,0.596,0.126,10.515,25.100,2.639,*,*,*
1887,potatoes,4,FYM (N*P),FYM,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,24/03/1887,24/03/1887,17/10/1887,19/10/1887,champion,1.480,47.645,11.802,0.596,0.377,12.775,25.200,3.219,*,*,*
1887,potatoes,5,N,0,N ,96.406,0,0.000,0,0.000,0,0.000,0,0.000,24/03/1887,24/03/1887,17/10/1887,19/10/1887,champion,1.740,19.979,3.735,0.439,0.031,4.206,27.300,1.148,*,*,*
1887,potatoes,6,N*,0,N*,96.406,0,0.000,0,0.000,0,0.000,0,0.000,24/03/1887,24/03/1887,17/10/1887,19/10/1887,champion,1.680,24.273,4.802,0.408,0.063,5.273,27.400,1.445,*,*,*
1887,potatoes,7,NPKNaMg,0,N ,96.406,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,24/03/1887,24/03/1887,17/10/1887,19/10/1887,champion,1.550,44.399,10.201,0.596,0.094,10.891,26.300,2.864,*,*,*
1887,potatoes,8,N*PKNaMg,0,N*,96.406,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,24/03/1887,24/03/1887,17/10/1887,19/10/1887,champion,1.690,56.405,12.304,0.534,0.251,13.089,25.500,3.338,*,*,*
1887,potatoes,9,P,0,0,0.000,P,33.630,0,0.000,0,0.000,0,0.000,24/03/1887,24/03/1887,17/10/1887,19/10/1887,champion,1.340,19.270,4.583,0.502,0.126,5.210,27.600,1.438,*,*,*
1887,potatoes,10,PKNaMg,0,0,0.000,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,24/03/1887,24/03/1887,17/10/1887,19/10/1887,champion,1.350,21.842,5.493,0.471,0.188,6.152,26.300,1.618,*,*,*
1888,potatoes,1,None,0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,17/04/1888,17/04/1889,11/10/1888,17/10/1888,champion,1.300,6.870,1.601,0.282,0.031,1.915,27.600,0.528,*,*,*
1888,potatoes,2,None (FYM),0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,17/04/1888,17/04/1889,11/10/1888,17/10/1888,champion,1.240,14.768,3.861,0.282,0.126,4.269,27.900,1.191,*,*,*
1888,potatoes,3,FYM (P),FYM,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,17/04/1888,17/04/1889,11/10/1888,17/10/1888,champion,1.540,25.070,5.399,0.282,0.753,6.434,25.300,1.628,*,*,*
1888,potatoes,4,FYM (N*P),FYM,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,17/04/1888,17/04/1889,11/10/1888,17/10/1888,champion,1.430,23.371,5.461,0.220,0.753,6.434,25.400,1.634,*,*,*
1888,potatoes,5,N,0,N ,96.406,0,0.000,0,0.000,0,0.000,0,0.000,17/04/1888,17/04/1889,11/10/1888,17/10/1888,champion,1.640,12.278,2.480,0.251,0.063,2.793,26.800,0.749,*,*,*
1888,potatoes,6,N*,0,N*,96.406,0,0.000,0,0.000,0,0.000,0,0.000,17/04/1888,17/04/1889,11/10/1888,17/10/1888,champion,1.630,16.739,3.390,0.314,0.157,3.861,26.600,1.027,*,*,*
1888,potatoes,7,NPKNaMg,0,N ,96.406,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,17/04/1888,17/04/1889,11/10/1888,17/10/1888,champion,1.330,24.909,6.089,0.188,1.067,7.345,25.500,1.873,*,*,*
1888,potatoes,8,N*PKNaMg,0,N*,96.406,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,17/04/1888,17/04/1889,11/10/1888,17/10/1888,champion,1.290,32.236,7.878,0.220,1.664,9.762,25.600,2.499,*,*,*
1888,potatoes,9,P,0,0,0.000,P,33.630,0,0.000,0,0.000,0,0.000,17/04/1888,17/04/1889,11/10/1888,17/10/1888,champion,1.190,13.614,3.955,0.188,0.094,4.237,27.000,1.144,*,*,*
1888,potatoes,10,PKNaMg,0,0,0.000,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,17/04/1888,17/04/1889,11/10/1888,17/10/1888,champion,1.170,13.975,4.112,0.188,0.157,4.457,26.800,1.194,*,*,*
1889,potatoes,1,None,0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,28/03/1889,29/03/1889,16/09/1889,18/09/1889,champion,1.490,8.766,1.726,0.282,0.063,2.072,28.400,0.588,*,*,*
1889,potatoes,2,None (FYM),0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,28/03/1889,29/03/1889,16/09/1889,18/09/1889,champion,1.410,16.299,3.735,0.314,0.094,4.143,27.900,1.156,*,*,*
1889,potatoes,3,FYM (P),FYM,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,28/03/1889,29/03/1889,16/09/1889,18/09/1889,champion,1.500,19.463,3.704,0.377,0.910,4.991,26.000,1.298,*,*,*
1889,potatoes,4,FYM (N*P),FYM,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,28/03/1889,29/03/1889,16/09/1889,18/09/1889,champion,1.460,28.538,6.372,0.377,0.628,7.376,26.500,1.955,*,*,*
1889,potatoes,5,N,0,N ,96.406,0,0.000,0,0.000,0,0.000,0,0.000,28/03/1889,29/03/1889,16/09/1889,18/09/1889,champion,1.400,12.101,2.668,0.314,0.094,3.076,28.100,0.864,*,*,*
1889,potatoes,6,N*,0,N*,96.406,0,0.000,0,0.000,0,0.000,0,0.000,28/03/1889,29/03/1889,16/09/1889,18/09/1889,champion,1.460,16.248,3.390,0.314,0.314,4.018,27.700,1.113,*,*,*
1889,potatoes,7,NPKNaMg,0,N ,96.406,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,28/03/1889,29/03/1889,16/09/1889,18/09/1889,champion,1.400,31.654,7.878,0.345,0.439,8.663,26.100,2.261,*,*,*
1889,potatoes,8,N*PKNaMg,0,N*,96.406,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,28/03/1889,29/03/1889,16/09/1889,18/09/1889,champion,1.440,34.136,8.380,0.251,0.314,8.945,26.500,2.371,*,*,*
1889,potatoes,9,P,0,0,0.000,P,33.630,0,0.000,0,0.000,0,0.000,28/03/1889,29/03/1889,16/09/1889,18/09/1889,champion,1.310,17.413,4.457,0.251,0.126,4.834,27.500,1.329,*,*,*
1889,potatoes,10,PKNaMg,0,0,0.000,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,28/03/1889,29/03/1889,16/09/1889,18/09/1889,champion,1.130,17.364,5.367,0.220,0.126,5.713,26.900,1.537,*,*,*
1890,potatoes,1,None,0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,03/04/1890,03/04/1890,09/09/1890,11/09/1890,champion,1.320,11.974,2.354,0.753,0.031,3.139,28.900,0.907,*,*,*
1890,potatoes,2,None (FYM),0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,03/04/1890,03/04/1890,09/09/1890,11/09/1890,champion,1.270,24.994,5.524,0.879,0.157,6.560,30.000,1.968,*,*,*
1890,potatoes,3,FYM (P),FYM,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,03/04/1890,03/04/1890,09/09/1890,11/09/1890,champion,1.090,49.604,15.192,1.036,0.753,16.981,26.800,4.551,*,*,*
1890,potatoes,4,FYM (N*P),FYM,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,03/04/1890,03/04/1890,09/09/1890,11/09/1890,champion,1.030,48.720,15.380,1.099,0.722,17.200,27.500,4.730,*,*,*
1890,potatoes,5,N,0,N ,96.406,0,0.000,0,0.000,0,0.000,0,0.000,03/04/1890,03/04/1890,09/09/1890,11/09/1890,champion,1.420,20.578,3.672,1.350,0.063,5.085,28.500,1.449,*,*,*
1890,potatoes,6,N*,0,N*,96.406,0,0.000,0,0.000,0,0.000,0,0.000,03/04/1890,03/04/1890,09/09/1890,11/09/1890,champion,1.510,26.651,5.273,0.847,0.094,6.215,28.400,1.765,*,*,*
1890,potatoes,7,NPKNaMg,0,N ,96.406,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,03/04/1890,03/04/1890,09/09/1890,11/09/1890,champion,1.440,59.126,14.281,0.847,0.910,16.039,25.600,4.106,*,*,*
1890,potatoes,8,N*PKNaMg,0,N*,96.406,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,03/04/1890,03/04/1890,09/09/1890,11/09/1890,champion,1.270,53.868,14.313,0.785,0.439,15.537,27.300,4.242,*,*,*
1890,potatoes,9,P,0,0,0.000,P,33.630,0,0.000,0,0.000,0,0.000,03/04/1890,03/04/1890,09/09/1890,11/09/1890,champion,1.040,19.674,5.775,0.722,0.094,6.591,28.700,1.892,*,*,*
1890,potatoes,10,PKNaMg,0,0,0.000,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,03/04/1890,03/04/1890,09/09/1890,11/09/1890,champion,0.870,19.406,7.062,0.785,0.063,7.910,28.200,2.231,*,*,*
1891,potatoes,1,None,0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,01/04/1891,01/04/1891,28/09/1891,30/09/1891,sutton's abundance,1.490,6.678,1.632,0.110,0.016,1.758,25.500,0.448,*,*,*
1891,potatoes,2,None (FYM),0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,01/04/1891,01/04/1891,28/09/1891,30/09/1891,sutton's abundance,1.340,16.222,4.300,0.126,0.126,4.551,26.600,1.211,*,*,*
1891,potatoes,3,FYM (P),FYM,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,01/04/1891,01/04/1891,28/09/1891,30/09/1891,sutton's abundance,1.380,50.120,14.595,0.126,1.350,16.070,22.600,3.632,*,*,*
1891,potatoes,4,FYM (N*P),FYM,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,01/04/1891,01/04/1891,28/09/1891,30/09/1891,sutton's abundance,1.220,45.161,14.030,0.157,1.632,15.819,23.400,3.702,*,*,*
1891,potatoes,5,N,0,N ,96.406,0,0.000,0,0.000,0,0.000,0,0.000,01/04/1891,01/04/1891,28/09/1891,30/09/1891,sutton's abundance,1.690,12.951,2.793,0.126,0.063,2.982,25.700,0.766,*,*,*
1891,potatoes,6,N*,0,N*,96.406,0,0.000,0,0.000,0,0.000,0,0.000,01/04/1891,01/04/1891,28/09/1891,30/09/1891,sutton's abundance,1.700,23.793,5.399,0.157,0.157,5.713,24.500,1.400,*,*,*
1891,potatoes,7,NPKNaMg,0,N ,96.406,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,01/04/1891,01/04/1891,28/09/1891,30/09/1891,sutton's abundance,1.610,46.802,12.273,0.157,0.377,12.806,22.700,2.907,*,*,*
1891,potatoes,8,N*PKNaMg,0,N*,96.406,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,01/04/1891,01/04/1891,28/09/1891,30/09/1891,sutton's abundance,1.500,47.321,12.994,0.157,0.565,13.716,23.000,3.155,*,*,*
1891,potatoes,9,P,0,0,0.000,P,33.630,0,0.000,0,0.000,0,0.000,01/04/1891,01/04/1891,28/09/1891,30/09/1891,sutton's abundance,1.150,19.671,6.309,0.126,0.094,6.529,26.200,1.710,*,*,*
1891,potatoes,10,PKNaMg,0,0,0.000,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,01/04/1891,01/04/1891,28/09/1891,30/09/1891,sutton's abundance,0.990,17.285,6.560,0.157,0.157,6.874,25.400,1.746,*,*,*
1892,potatoes,1,None,0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,04/04/1892,05/04/1892,29/09/1892,08/10/1892,sutton's abundance,1.480,9.024,1.977,0.345,0.031,2.354,25.900,0.610,*,*,*
1892,potatoes,2,None (FYM),0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,04/04/1892,05/04/1892,29/09/1892,08/10/1892,sutton's abundance,1.360,22.398,4.834,0.345,1.036,6.215,26.500,1.647,*,*,*
1892,potatoes,3,FYM (P),FYM,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,04/04/1892,05/04/1892,29/09/1892,08/10/1892,sutton's abundance,1.170,35.747,11.425,0.251,1.161,12.837,23.800,3.055,*,*,*
1892,potatoes,4,FYM (N*P),FYM,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,04/04/1892,05/04/1892,29/09/1892,08/10/1892,sutton's abundance,1.490,48.138,12.649,0.251,0.847,13.748,23.500,3.231,*,*,*
1892,potatoes,5,N,0,N ,96.406,0,0.000,0,0.000,0,0.000,0,0.000,04/04/1892,05/04/1892,29/09/1892,08/10/1892,sutton's abundance,1.660,13.787,2.888,0.314,0.094,3.296,25.200,0.831,*,*,*
1892,potatoes,6,N*,0,N*,96.406,0,0.000,0,0.000,0,0.000,0,0.000,04/04/1892,05/04/1892,29/09/1892,08/10/1892,sutton's abundance,1.750,23.070,4.896,0.282,0.094,5.273,25.000,1.318,*,*,*
1892,potatoes,7,NPKNaMg,0,N ,96.406,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,04/04/1892,05/04/1892,29/09/1892,08/10/1892,sutton's abundance,1.490,48.608,13.026,0.345,0.691,14.062,23.200,3.262,*,*,*
1892,potatoes,8,N*PKNaMg,0,N*,96.406,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,04/04/1892,05/04/1892,29/09/1892,08/10/1892,sutton's abundance,1.580,65.130,16.981,0.251,0.691,17.922,23.000,4.122,*,*,*
1892,potatoes,9,P,0,0,0.000,P,33.630,0,0.000,0,0.000,0,0.000,04/04/1892,05/04/1892,29/09/1892,08/10/1892,sutton's abundance,1.130,21.511,6.748,0.314,0.094,7.156,26.600,1.904,*,*,*
1892,potatoes,10,PKNaMg,0,0,0.000,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,04/04/1892,05/04/1892,29/09/1892,08/10/1892,sutton's abundance,0.980,24.411,9.102,0.251,0.377,9.730,25.600,2.491,*,*,*
1893,potatoes,1,None,0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,28/03/1893,28/03/1893,12/09/1893,14/09/1893,sutton's abundance,1.410,10.409,2.323,0.188,0.126,2.637,28.000,0.738,*,*,*
1893,potatoes,2,None (FYM),0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,28/03/1893,28/03/1893,12/09/1893,14/09/1893,sutton's abundance,1.410,16.175,3.547,0.220,0.345,4.112,27.900,1.147,*,*,*
1893,potatoes,3,FYM (P),FYM,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,28/03/1893,28/03/1893,12/09/1893,14/09/1893,sutton's abundance,1.510,56.950,14.564,0.282,1.067,15.913,23.700,3.771,*,*,*
1893,potatoes,4,FYM (N*P),FYM,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,28/03/1893,28/03/1893,12/09/1893,14/09/1893,sutton's abundance,1.560,61.215,15.317,0.251,1.130,16.698,23.500,3.924,*,*,*
1893,potatoes,5,N,0,N ,96.406,0,0.000,0,0.000,0,0.000,0,0.000,28/03/1893,28/03/1893,12/09/1893,14/09/1893,sutton's abundance,1.550,14.181,2.825,0.220,0.188,3.233,28.300,0.915,*,*,*
1893,potatoes,6,N*,0,N*,96.406,0,0.000,0,0.000,0,0.000,0,0.000,28/03/1893,28/03/1893,12/09/1893,14/09/1893,sutton's abundance,1.650,20.403,4.049,0.188,0.377,4.614,26.800,1.237,*,*,*
1893,potatoes,7,NPKNaMg,0,N ,96.406,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,28/03/1893,28/03/1893,12/09/1893,14/09/1893,sutton's abundance,1.400,40.204,10.546,0.251,0.377,11.174,25.700,2.872,*,*,*
1893,potatoes,8,N*PKNaMg,0,N*,96.406,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,28/03/1893,28/03/1893,12/09/1893,14/09/1893,sutton's abundance,1.630,47.071,10.986,0.220,0.534,11.739,24.600,2.888,*,*,*
1893,potatoes,9,P,0,0,0.000,P,33.630,0,0.000,0,0.000,0,0.000,28/03/1893,28/03/1893,12/09/1893,14/09/1893,sutton's abundance,1.200,18.839,4.896,0.251,0.439,5.587,28.100,1.570,*,*,*
1893,potatoes,10,PKNaMg,0,0,0.000,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,28/03/1893,28/03/1893,12/09/1893,14/09/1893,sutton's abundance,1.130,18.891,5.618,0.220,0.377,6.215,26.900,1.672,*,*,*
1894,potatoes,1,None,0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,09/04/1894,09/04/1894,21/09/1894,28/09/1894,sutton's abundance,1.310,10.381,2.291,0.188,0.534,3.013,26.300,0.792,*,*,*
1894,potatoes,2,None (FYM),0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,09/04/1894,09/04/1894,21/09/1894,28/09/1894,sutton's abundance,1.260,16.458,4.049,0.188,0.565,4.802,27.200,1.306,*,*,*
1894,potatoes,3,FYM (P),FYM,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,09/04/1894,09/04/1894,21/09/1894,28/09/1894,sutton's abundance,1.150,59.836,15.537,0.188,5.775,21.500,24.200,5.203,*,*,*
1894,potatoes,4,FYM (N*P),FYM,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,09/04/1894,09/04/1894,21/09/1894,28/09/1894,sutton's abundance,1.170,61.475,15.913,0.251,5.022,21.187,24.800,5.254,*,*,*
1894,potatoes,5,N,0,N ,96.406,0,0.000,0,0.000,0,0.000,0,0.000,09/04/1894,09/04/1894,21/09/1894,28/09/1894,sutton's abundance,1.600,18.576,3.578,0.188,0.534,4.300,27.000,1.161,*,*,*
1894,potatoes,6,N*,0,N*,96.406,0,0.000,0,0.000,0,0.000,0,0.000,09/04/1894,09/04/1894,21/09/1894,28/09/1894,sutton's abundance,1.680,34.416,7.062,0.126,0.722,7.910,25.900,2.049,*,*,*
1894,potatoes,7,NPKNaMg,0,N ,96.406,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,09/04/1894,09/04/1894,21/09/1894,28/09/1894,sutton's abundance,1.350,57.186,12.963,0.188,3.861,17.012,24.900,4.236,*,*,*
1894,potatoes,8,N*PKNaMg,0,N*,96.406,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,09/04/1894,09/04/1894,21/09/1894,28/09/1894,sutton's abundance,1.370,53.474,13.497,0.126,2.574,16.196,24.100,3.903,*,*,*
1894,potatoes,9,P,0,0,0.000,P,33.630,0,0.000,0,0.000,0,0.000,09/04/1894,09/04/1894,21/09/1894,28/09/1894,sutton's abundance,0.980,16.693,5.587,0.157,0.565,6.309,27.000,1.703,*,*,*
1894,potatoes,10,PKNaMg,0,0,0.000,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,09/04/1894,09/04/1894,21/09/1894,28/09/1894,sutton's abundance,0.980,15.954,5.556,0.157,0.722,6.434,25.300,1.628,*,*,*
1895,potatoes,1,None,0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,06/04/1895,06/04/1895,10/09/1895,12/09/1895,sutton's abundance,1.300,9.348,2.103,0.345,0.031,2.480,29.000,0.719,*,*,*
1895,potatoes,2,None (FYM),0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,06/04/1895,06/04/1895,10/09/1895,12/09/1895,sutton's abundance,1.320,14.617,3.139,0.439,0.188,3.766,29.400,1.107,*,*,*
