harvest_year,crop,previous_crop,plot,sub_plot,sub_sub_plot,old_plot_notation,fertilizer_code,fertilizer_n_amount,fertilizer_n_date,sow_date,harvest_date,cultivar,plot_area,grain_yield,straw_yield,note_id
1961,spring wheat,winter wheat,11,b,z,11b,basalN,114.342,1961-03-22 00:00:00,1961-03-22,1961-08-28,Jufy I,0.003,1.569,2.435,"10,13"
1961,spring barley,spring barley,11,b,z,11b,*,*,*,*,*,*,*,*,*,9
1962,spring oats,spring barley,11,b,y,11b,basalN,62.776,1962-02-24 00:00:00,1962-02-24,1962-08-28,Condor,0.003,3.715,1.757,*
1962,spring oats,spring wheat,11,b,y,11b,*,*,*,*,*,*,*,*,*,9
1962,spring oats,spring wheat,11,b,z,11b,basalN,62.776,1962-02-24 00:00:00,1962-02-24,1962-08-27,Condor,0.003,4.254,1.795,*
1962,spring oats,spring barley,11,b,z,11b,*,*,*,*,*,*,*,*,*,9
1964,spring beans,spring barley,11,b,y,11b,*,0.000,*,1964-03-13,1964-09-01,Minor Tick,0.006,3.188,*,11
1964,Microplot experiments,spring wheat,11,b,y,11b,*,*,*,*,*,*,*,*,*,9
1964,Microplot experiments,spring barley,11,b,z,11b,*,*,*,*,*,*,*,*,*,9
1964,spring beans,spring wheat,11,b,z,11b,*,0.000,*,1964-03-13,1964-09-01,Minor Tick,0.006,3.665,*,11
1965,fallow,spring beans,11,b,3,11b,*,0.000,*,*,*,*,*,*,*,*
1966,fallow,spring beans,11,b,3,11b,*,0.000,*,*,*,*,*,*,*,*
